* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:44:05 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 10.4477 ms (3.584 m, 11 ft 9.1 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L+R sedacka_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
824.006226 110.231 174.7139
829.977295 110.400 146.2930
835.991699 110.503 118.7720
842.049622 110.595 91.5503
848.151428 110.707 62.9819
854.297485 110.834 32.6655
860.488098 110.951 1.2617
866.723572 111.030 -30.4683
873.004211 111.050 -61.8711
879.330322 111.009 -92.3926
885.702332 110.942 -121.6846
892.120483 110.924 -149.9438
898.585144 111.021 -178.1602
905.096680 111.230 152.5073
911.655396 111.481 121.5366
918.261597 111.689 89.0566
924.915710 111.782 55.4136
931.618042 111.702 21.0142
938.368896 111.412 -13.6685
945.168762 110.905 -48.1323
952.017822 110.210 -81.8345
958.916504 109.407 -114.4155
965.865234 108.605 -145.8306
972.864319 107.904 -176.2690
979.914062 107.396 153.6426
987.014954 107.178 122.6431
994.167236 107.298 89.0098
1001.371399 107.697 48.7905
1008.627747 108.224 -145.2261
1015.936646 108.733 171.0347
1023.298584 109.159 132.6758
1030.713867 109.503 94.4111
1038.182739 109.777 56.1851
1045.705933 109.970 18.1060
1053.283447 110.084 -19.5640
1060.916016 110.155 -56.6675
1068.603882 110.228 -93.2441
1076.347412 110.333 -129.4038
1084.147095 110.493 -165.2573
1092.003296 110.729 158.9722
1099.916382 111.030 122.9326
1107.886841 111.337 86.3672
1115.915039 111.575 49.2744
1124.001343 111.693 11.9775
1132.146362 111.705 -25.0967
1140.350342 111.655 -61.8853
1148.613770 111.551 -98.8286
1156.937134 111.333 -136.2544
1165.320801 110.940 -173.7710
1173.765137 110.367 149.4395
1182.270752 109.684 114.0771
1190.838013 109.014 80.3428
1199.467285 108.481 47.5640
1208.159180 108.123 14.4414
1216.913940 107.859 -20.1211
1225.732178 107.572 -56.1157
1234.614380 107.235 -92.5703
1243.560913 106.936 -128.5156
1252.572266 106.798 -163.3623
1261.648926 106.907 162.9023
1270.791382 107.260 129.0264
1280.000000 107.751 92.7500
1289.275391 108.220 52.8691
1298.618042 108.530 9.8516
1308.028320 108.620 -35.1055
1317.506836 108.527 -80.7549
1327.054077 108.366 -126.1035
1336.670410 108.259 -170.1436
1346.356567 108.284 149.3379
1356.112793 108.485 116.9785
1365.939697 108.876 94.9482
1375.837891 109.410 70.4600
1385.807739 109.970 33.3555
1395.849854 110.413 -14.1973
1405.964844 110.635 -68.9238
1416.152954 110.615 -128.5420
1426.415039 110.401 168.2607
1436.751465 110.065 102.3779
1447.162720 109.667 35.2871
1457.649414 109.246 -30.4980
1468.212158 108.865 -92.4111
1478.851440 108.628 -149.2822
1489.567871 108.617 158.3398
1500.361816 108.808 108.2627
1511.234131 109.073 58.0869
1522.185059 109.296 6.8164
1533.215454 109.448 -45.2314
1544.325806 109.540 -97.7285
1555.516602 109.571 -150.6211
1566.788574 109.521 155.9678
1578.142090 109.377 102.3115
1589.578003 109.145 49.8096
1601.096680 108.858 2.2656
1612.698975 108.573 -30.5664
1624.385254 108.336 -44.8564
1636.156250 108.177 -75.4541
1648.012451 108.125 -122.4717
1659.954590 108.201 -175.2451
