* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:43:07 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 5.0806 ms (1.743 m, 5 ft 8.6 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L+R uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1566.788574 111.412 -85.8008
1578.142090 110.832 -112.2461
1589.578003 110.248 -137.7720
1601.096680 109.743 -162.8047
1612.698975 109.355 172.0552
1624.385254 109.048 146.5327
1636.156250 108.761 121.0586
1648.012451 108.492 96.5259
1659.954590 108.321 73.6104
1671.983398 108.325 52.0190
1684.099243 108.487 30.5532
1696.302856 108.717 8.2031
1708.594971 108.957 -14.9980
1720.976196 109.220 -38.1689
1733.447144 109.528 -60.7539
1746.008423 109.841 -83.2397
1758.660645 110.084 -105.9277
1771.404663 110.218 -127.1343
1784.240967 110.270 -145.0137
1797.170288 110.279 -161.7402
1810.193359 110.244 178.6328
1823.310791 110.120 155.9229
1836.523193 109.903 131.8438
1849.831421 109.655 106.7051
1863.236084 109.451 79.9790
1876.737793 109.321 51.5444
1890.337524 109.257 21.9712
1904.035645 109.261 -8.0635
1917.833008 109.331 -38.4336
1931.730469 109.422 -69.5103
1945.728638 109.457 -101.5601
1959.828125 109.378 -134.2827
1974.029907 109.194 -167.0200
1988.334473 108.971 160.7178
2002.742798 108.794 128.8198
2017.255493 108.695 96.7612
2031.873291 108.644 64.2690
2046.597168 108.593 31.6030
2061.427734 108.508 -0.7109
2076.365479 108.360 -31.1919
2091.411865 108.146 -49.9565
2106.566895 107.923 2.8838
2121.832031 107.773 4.8647
2137.207764 107.757 -24.8682
2152.694824 107.901 -58.8882
2168.294189 108.199 -94.4346
2184.006592 108.616 -130.8574
2199.832764 109.077 -167.9756
2215.773682 109.504 154.3418
2231.830078 109.848 116.2798
2248.002686 110.110 78.0078
2264.292725 110.310 39.5244
2280.700684 110.451 0.7607
2297.227539 110.516 -38.3184
2313.874268 110.487 -77.7979
2330.641602 110.350 -117.8198
2347.530273 110.089 -158.3613
2364.541504 109.713 160.7559
2381.676025 109.262 119.6831
2398.934570 108.782 78.5117
2416.318359 108.309 37.2358
2433.827881 107.876 -4.4258
2451.464355 107.515 -47.6660
2469.228760 107.259 -98.3887
2487.121826 107.145 156.1797
2505.144531 107.173 45.7705
2523.297852 107.286 -6.0820
2541.582764 107.419 -52.6045
2560.000000 107.542 -97.6611
2578.550781 107.655 -141.8213
2597.236084 107.772 174.8418
2616.056641 107.901 132.1914
2635.013672 108.030 90.0205
2654.108154 108.136 48.1191
2673.340820 108.200 6.3516
2692.713135 108.205 -35.2383
2712.225586 108.133 -76.5537
2731.879395 107.944 -117.4961
2751.675781 107.615 -157.8027
2771.615479 107.189 162.8262
2791.699707 106.758 124.4258
2811.929688 106.408 86.7705
2832.305908 106.178 49.5947
2852.830078 106.051 12.6182
2873.502930 105.994 -24.3955
2894.325439 105.999 -61.6025
2915.298828 106.087 -98.9541
2936.424316 106.290 -136.5029
2957.702881 106.618 -174.7861
2979.135742 107.042 145.2490
3000.723633 107.491 102.8955
3022.468262 107.873 58.1387
3044.370117 108.095 11.4805
3066.430908 108.089 -36.2129
3088.651611 107.840 -83.7705
3111.033203 107.402 -129.6045
3133.577148 106.908 -170.9062
3156.284180 106.539 158.3955
3179.156006 106.464 143.3135
3202.193359 106.734 123.7822
3225.397949 107.245 87.9219
3248.770508 107.840 43.4561
3272.312500 108.417 -4.6953
3296.024902 108.928 -54.5205
3319.909180 109.340 -105.1904
3343.966797 109.621 -156.2920
3368.198486 109.742 152.4004
3392.605713 109.686 101.1113
3417.189941 109.477 50.0498
3441.952393 109.155 -0.7100
3466.894287 108.753 -51.1211
3492.016846 108.299 -101.1455
3517.321289 107.799 -150.5752
3542.809326 107.257 161.2471
3568.481934 106.719 115.5127
3594.340576 106.298 73.8086
3620.386719 106.152 36.4844
3646.621582 106.382 0.0547
3673.046387 106.916 -40.3076
3699.662842 107.568 -85.8789
3726.472168 108.163 -135.4365
3753.475586 108.612 172.4746
3780.675049 108.917 118.9941
3808.071289 109.124 64.8154
3835.666016 109.282 10.2764
3863.460938 109.420 -44.4795
3891.457275 109.550 -99.4648
3919.656250 109.660 -154.7930
3948.059814 109.723 149.4502
3976.668945 109.718 93.4463
4005.485596 109.646 37.5127
4034.510986 109.525 -18.0967
4063.746582 109.379 -73.4062
4093.194336 109.225 -128.7451
4122.855469 109.071 175.3486
4152.730957 108.896 118.4688
4182.823730 108.660 60.7686
4213.133789 108.336 3.0352
4243.664062 107.949 -53.4854
4274.415527 107.578 -107.4277
4305.389648 107.338 -158.1201
4336.588379 107.331 153.0176
4368.013184 107.597 102.7754
4399.665527 108.084 48.7939
4431.547363 108.690 -9.2314
4463.660156 109.298 -70.6709
4496.005371 109.804 -134.7441
4528.585449 110.134 159.3584
4561.401367 110.251 92.3604
4594.455078 110.130 24.8350
4627.748535 109.760 -42.6396
4661.283203 109.159 -109.3369
4695.060547 108.385 -174.3145
4729.083008 107.547 123.7285
4763.352051 106.794 66.3467
4797.869141 106.279 13.6582
4832.636719 106.065 -38.2109
4867.655762 106.088 -94.1094
4902.928711 106.227 -154.9160
4938.457520 106.394 140.8232
4974.243652 106.554 74.4248
5010.289062 106.699 6.5879
5046.595703 106.817 -62.3623
5083.165527 106.883 -132.1797
5120.000000 106.888 157.4590
5157.101562 106.851 86.7598
5194.472168 106.797 15.7236
5232.113281 106.738 -55.4297
5270.027344 106.686 -125.8887
5308.216309 106.662 166.0000
5346.681641 106.711 102.6973
5385.426270 106.898 45.0098
5424.451172 107.259 -12.2900
5463.758789 107.758 -75.6504
5503.351562 108.308 -145.7568
5543.230957 108.820 139.3193
5583.399414 109.215 61.2451
5623.859375 109.430 -18.7646
5664.611816 109.444 -99.6885
5705.660156 109.276 179.2842
5747.005859 108.969 98.8311
5788.650879 108.590 19.5742
5830.597656 108.233 -57.8223
5872.848633 108.006 -132.6055
5915.405762 108.018 155.3457
5958.271484 108.296 84.1992
6001.447266 108.757 10.6074
6044.936523 109.262 -67.1758
6088.740234 109.689 -148.7637
6132.861816 109.956 126.8213
6177.303223 110.025 40.6787
6222.066406 109.890 -46.1426
6267.154297 109.567 -132.5488
6312.568359 109.125 142.4199
6358.312012 108.681 58.9697
6404.386719 108.345 -23.7871
6450.795898 108.160 -107.1680
6497.541016 108.100 168.5000
