* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:36:47 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 4.5798 ms (1.571 m, 5 ft 1.8 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1045.705933 111.367 6.5146
1053.283447 111.071 -8.5537
1060.916016 110.736 -23.1709
1068.603882 110.407 -37.6504
1076.347412 110.091 -52.1089
1084.147095 109.793 -66.3647
1092.003296 109.537 -80.1191
1099.916382 109.373 -93.1440
1107.886841 109.366 -105.5229
1115.915039 109.555 -117.8877
1124.001343 109.906 -131.1860
1132.146362 110.323 -145.9966
1140.350342 110.716 -162.2461
1148.613770 111.039 -179.5952
1156.937134 111.269 162.1230
1165.320801 111.367 142.9912
1173.765137 111.282 123.3579
1182.270752 110.985 103.8882
1190.838013 110.509 85.3301
1199.467285 109.944 68.1641
1208.159180 109.399 52.4019
1216.913940 108.953 37.6558
1225.732178 108.629 23.9624
1234.614380 108.420 12.2837
1243.560913 108.326 3.1899
1252.572266 108.328 -4.8633
1261.648926 108.382 -13.9868
1270.791382 108.439 -24.7451
1280.000000 108.477 -37.0928
1289.275391 108.505 -50.4092
1298.618042 108.579 -63.2949
1308.028320 108.773 -75.3477
1317.506836 109.099 -88.3184
1327.054077 109.456 -104.0806
1336.670410 109.703 -122.6152
1346.356567 109.742 -142.7070
1356.112793 109.564 -162.9185
1365.939697 109.258 177.7681
1375.837891 108.952 159.6592
1385.807739 108.755 142.7217
1395.849854 108.721 126.7090
1405.964844 108.835 110.8496
1416.152954 109.031 93.9536
1426.415039 109.222 75.3926
1436.751465 109.344 55.7183
1447.162720 109.391 35.8638
1457.649414 109.406 16.1914
1468.212158 109.424 -3.4951
1478.851440 109.452 -23.1714
